Time;CH 1 Object Temperature;CH 1 Sink Temperature;CH 1 Target Object Temperature;CH 1 (Ramp) Nominal Temperature;CH 1 Thermal Power Model Current;CH 1 Actual Output Current;CH 1 Actual Output Voltage;CH 1 PID Control Variable;CH 2 Object Temperature;CH 2 Sink Temperature;CH 2 Target Object Temperature;CH 2 (Ramp) Nominal Temperature;CH 2 Thermal Power Model Current;CH 2 Actual Output Current;CH 2 Actual Output Voltage;CH 2 PID Control Variable;Driver Input Voltage;Device Temperature;Error Number;Error Instance;Error Parameter;CH1 FAN Speed;CH2 FAN Speed;
2018-02-04 16:53:54;18.00139;25;18;18;-0.09720142;-0.09641366;-0.1925566;42.20193;;;0;0;0;0;0;0;18.57198;35;0;0;0;0;0;
2018-02-04 16:54:54;17.99904;25;18;18;-0.08690222;-0.08437701;-0.1762871;42.71738;;;0;0;0;0;0;0;18.58749;35.0625;0;0;0;0;0;
2018-02-04 16:55:57;17.99879;25;18;18;-0.08632858;-0.08361344;-0.1721586;42.74689;;;0;0;0;0;0;0;18.57994;35.0625;0;0;0;0;0;
2018-02-04 16:56:57;17.99931;25;18;18;-0.08993919;-0.08833761;-0.1811042;42.56806;;;0;0;0;0;0;0;18.58159;35.03125;0;0;0;0;0;
2018-02-04 16:57:57;17.9995;25;18;18;-0.07913955;-0.09118633;-0.1830234;43.09179;;;0;0;0;0;0;0;18.57816;35.125;0;0;0;0;0;
2018-02-04 16:58:57;17.99855;25;18;18;-0.07627352;-0.08047327;-0.1696415;43.23771;;;0;0;0;0;0;0;18.5728;35.03125;0;0;0;0;0;
2018-02-04 16:59:57;18.0042;25;18;18;-0.1181231;-0.1056964;-0.2041948;41.17214;;;0;0;0;0;0;0;18.57445;35.03125;0;0;0;0;0;
2018-02-04 17:00:57;17.99782;25;18;18;-0.08924563;-0.06765431;-0.1584457;42.61176;;;0;0;0;0;0;0;18.57994;35;0;0;0;0;0;
2018-02-04 17:01:57;17.99959;25;18;18;-0.1067034;-0.1177035;-0.2204023;41.75419;;;0;0;0;0;0;0;18.57074;34.96875;0;0;0;0;0;
2018-02-04 17:02:57;17.99916;25;18;18;-0.1043933;-0.1136054;-0.2153466;41.86875;;;0;0;0;0;0;0;18.575;35.03125;0;0;0;0;0;
2018-02-04 17:03:57;17.99654;25;18;18;-0.08377822;-0.0982601;-0.195174;42.886;;;0;0;0;0;0;0;18.57843;35.0625;0;0;0;0;0;
2018-02-04 17:04:57;17.99776;25;18;18;-0.0821286;-0.07843342;-0.1708052;42.95802;;;0;0;0;0;0;0;18.582;35.03125;0;0;0;0;0;
2018-02-04 17:05:57;17.99834;25;18;18;-0.0642596;-0.06802768;-0.1524032;43.82529;;;0;0;0;0;0;0;18.57664;35.0625;0;0;0;0;0;
2018-02-04 17:06:57;18.00041;25;18;18;-0.08260615;-0.08269974;-0.1718325;42.91698;;;0;0;0;0;0;0;18.58392;35;0;0;0;0;0;
2018-02-04 17:07:57;17.99809;25;18;18;-0.07696302;-0.07702267;-0.1659448;43.2072;;;0;0;0;0;0;0;18.58324;35.03125;0;0;0;0;0;
2018-02-04 17:08:57;18.00066;25;18;18;-0.0895098;-0.08887509;-0.1851624;42.57989;;;0;0;0;0;0;0;18.57349;35.09375;0;0;0;0;0;
2018-02-04 17:09:57;17.99806;25;18;18;-0.08677371;-0.09713711;-0.1921412;42.73018;;;0;0;0;0;0;0;18.57513;35;0;0;0;0;0;
2018-02-04 17:10:57;18.00029;25;18;18;-0.09407766;-0.09396236;-0.1881413;42.36072;;;0;0;0;0;0;0;18.57912;35;0;0;0;0;0;
2018-02-04 17:11:57;17.99986;25;18;18;-0.09510501;-0.09728478;-0.1920605;42.31377;;;0;0;0;0;0;0;18.57101;35.0625;0;0;0;0;0;
2018-02-04 17:12:57;18.00224;25;18;18;-0.1077987;-0.1086948;-0.210489;41.68344;;;0;0;0;0;0;0;18.58131;35.09375;0;0;0;0;0;
2018-02-04 17:13:57;18.00035;25;18;18;-0.09047396;-0.09392052;-0.2119567;42.53513;;;0;0;0;0;0;0;18.57816;35.0625;0;0;0;0;0;
2018-02-04 17:14:57;18.00102;25;18;18;-0.1096454;-0.09640256;-0.1944048;41.60242;;;0;0;0;0;0;0;18.57266;35.03125;0;0;0;0;0;
2018-02-04 17:15:57;18.00151;25;18;18;-0.1075826;-0.1243807;-0.2272466;41.6988;;;0;0;0;0;0;0;18.56799;35.09375;0;0;0;0;0;
2018-02-04 17:16:57;17.99873;25;18;18;-0.1127227;-0.1085291;-0.2103511;41.46923;;;0;0;0;0;0;0;18.57253;35.03125;0;0;0;0;0;
2018-02-04 17:17:57;17.99873;25;18;18;-0.09667619;-0.09374978;-0.1918517;42.2452;;;0;0;0;0;0;0;18.57623;35.03125;0;0;0;0;0;
2018-02-04 17:18:57;17.9994;25;18;18;-0.08061655;-0.09187353;-0.1902912;43.02053;;;0;0;0;0;0;0;18.58076;35.0625;0;0;0;0;0;
2018-02-04 17:19:57;17.99751;25;18;18;-0.08683784;-0.09809846;-0.1940977;42.73075;;;0;0;0;0;0;0;18.57417;35;0;0;0;0;0;
2018-02-04 17:20:57;18.00032;25;18;18;-0.1058698;-0.1232919;-0.2271562;41.78957;;;0;0;0;0;0;0;18.57225;35;0;0;0;0;0;
2018-02-04 17:21:57;17.99779;25;18;18;-0.1012123;-0.0977093;-0.1959825;42.03186;;;0;0;0;0;0;0;18.57047;35.03125;0;0;0;0;0;
2018-02-04 17:22:57;17.99901;25;18;18;-0.09458788;-0.08840502;-0.1867191;42.34457;;;0;0;0;0;0;0;18.57664;35.0625;0;0;0;0;0;
2018-02-04 17:23:57;17.99852;25;18;18;-0.09269102;-0.1071156;-0.2070749;42.43985;;;0;0;0;0;0;0;18.58076;35.09375;0;0;0;0;0;
2018-02-04 17:24:57;17.99922;25;18;18;-0.1141172;-0.113329;-0.2137825;41.39866;;;0;0;0;0;0;0;18.58104;35;0;0;0;0;0;
2018-02-04 17:25:57;17.99718;25;18;18;-0.09884103;-0.09857935;-0.1816056;42.15078;;;0;0;0;0;0;0;18.58049;35.0625;0;0;0;0;0;
2018-02-04 17:26:57;18.00072;25;18;18;-0.1165987;-0.1324763;-0.2391203;41.26896;;;0;0;0;0;0;0;18.58118;35.03125;0;0;0;0;0;
2018-02-04 17:27:57;17.99974;25;18;18;-0.1005624;-0.1015168;-0.2049845;42.05021;;;0;0;0;0;0;0;18.58186;35.03125;0;0;0;0;0;
2018-02-04 17:28:57;17.99413;25;18;18;-0.08862074;-0.1144245;-0.2174755;42.66689;;;0;0;0;0;0;0;18.56992;35.03125;0;0;0;0;0;
