Time;CH 1 Object Temperature;CH 1 Sink Temperature;CH 1 Target Object Temperature;CH 1 (Ramp) Nominal Temperature;CH 1 Thermal Power Model Current;CH 1 Actual Output Current;CH 1 Actual Output Voltage;CH 1 PID Control Variable;CH 2 Object Temperature;CH 2 Sink Temperature;CH 2 Target Object Temperature;CH 2 (Ramp) Nominal Temperature;CH 2 Thermal Power Model Current;CH 2 Actual Output Current;CH 2 Actual Output Voltage;CH 2 PID Control Variable;Driver Input Voltage;Device Temperature;Error Number;Error Instance;Error Parameter;CH1 FAN Speed;CH2 FAN Speed;
2018-02-09 18:54:25;19.13158;25;19;19;-3.346325;-3.390793;-4.561313;-76.52129;;;0;0;0;0;0;0;20.98293;42.59375;0;0;0;0;0;
2018-02-09 18:55:25;18.97243;25;19;19;-1.960619;-1.978318;-2.768269;-53.1255;;;0;0;0;0;0;0;21.00641;42.6875;0;0;0;0;0;
2018-02-09 18:56:25;19.0493;25;19;19;-2.513378;-2.513378;-3.410898;-65.38065;;;0;0;0;0;0;0;21.00764;42.6875;0;0;0;0;0;
2018-02-09 18:57:25;18.9854;25;19;19;-2.123974;-2.125261;-2.952966;-57.11206;;;0;0;0;0;0;0;21.00874;42.75;0;0;0;0;0;
2018-02-09 18:58:25;18.97801;25;19;19;-1.925239;-1.937073;-2.728544;-52.24629;;;0;0;0;0;0;0;21.00284;42.71875;0;0;0;0;0;
2018-02-09 18:59:25;18.99757;25;19;19;-2.272558;-2.2681;-3.120156;-60.44977;;;0;0;0;0;0;0;21.01067;42.78125;0;0;0;0;0;
2018-02-09 19:00:25;19.09651;25;19;19;-3.338485;-3.338309;-4.451733;-76.3418;;;0;0;0;0;0;0;20.98087;42.6875;0;0;0;0;0;
2018-02-09 19:01:25;19.01494;25;19;19;-2.045405;-2.045799;-2.848276;-55.35634;;;0;0;0;0;0;0;21.01053;42.5625;0;0;0;0;0;
2018-02-09 19:02:25;19.03548;25;19;19;-2.372022;-2.334541;-3.195467;-62.62969;;;0;0;0;0;0;0;21.0071;42.4375;0;0;0;0;0;
2018-02-09 19:03:25;19.03468;25;19;19;-2.183338;-2.272796;-3.111797;-58.62776;;;0;0;0;0;0;0;21.00861;42.28125;0;0;0;0;0;
2018-02-09 19:04:25;18.87971;25;19;19;-1.497618;-1.492757;-2.152298;-39.82594;;;0;0;0;0;0;0;20.98471;42.46875;0;0;0;0;0;
2018-02-09 19:05:25;18.98076;25;19;19;-2.116599;-2.202478;-3.027289;-56.92568;;;0;0;0;0;0;0;21.00586;42.5625;0;0;0;0;0;
2018-02-09 19:06:25;19.02492;25;19;19;-2.276832;-2.288985;-3.175511;-60.63227;;;0;0;0;0;0;0;21.01012;42.625;0;0;0;0;0;
2018-02-09 19:07:25;19.03542;25;19;19;-2.228485;-2.235373;-3.109153;-59.62763;;;0;0;0;0;0;0;21.00723;42.625;0;0;0;0;0;
2018-02-09 19:08:25;19.00352;25;19;19;-2.05479;-2.080691;-2.910977;-55.54365;;;0;0;0;0;0;0;21.01012;42.65625;0;0;0;0;0;
2018-02-09 19:09:25;19.0717;25;19;19;-2.611199;-2.611243;-3.568403;-67.18118;;;0;0;0;0;0;0;21.00888;42.6875;0;0;0;0;0;
2018-02-09 19:10:25;19.04387;25;19;19;-2.372648;-2.434173;-3.38026;-62.67038;;;0;0;0;0;0;0;21.00641;42.8125;0;0;0;0;0;
2018-02-09 19:11:25;19.01396;25;19;19;-2.22517;-2.231627;-3.09564;-59.48326;;;0;0;0;0;0;0;21.00888;42.625;0;0;0;0;0;
2018-02-09 19:12:25;19.01918;25;19;19;-1.976782;-1.957163;-2.757286;-53.68739;;;0;0;0;0;0;0;21.00668;42.625;0;0;0;0;0;
2018-02-09 19:13:25;19.01906;25;19;19;-2.208269;-2.218008;-3.065139;-59.12925;;;0;0;0;0;0;0;21.01492;42.625;0;0;0;0;0;
2018-02-09 19:14:25;18.97939;25;19;19;-1.987812;-2.014069;-2.776649;-53.82836;;;0;0;0;0;0;0;21.00325;42.5625;0;0;0;0;0;
2018-02-09 19:15:25;19.00774;25;19;19;-2.247526;-2.235239;-3.087739;-59.94778;;;0;0;0;0;0;0;21.00627;42.59375;0;0;0;0;0;
2018-02-09 19:16:25;18.95915;25;19;19;-1.933001;-1.924981;-2.680608;-52.38134;;;0;0;0;0;0;0;21.00737;42.5;0;0;0;0;0;
2018-02-09 19:17:25;19.00618;25;19;19;-2.066996;-2.075077;-2.900128;-55.84435;;;0;0;0;0;0;0;21.01039;42.5;0;0;0;0;0;
2018-02-09 19:18:25;18.97115;25;19;19;-1.985068;-1.985051;-2.73435;-53.73255;;;0;0;0;0;0;0;21.00504;42.3125;0;0;0;0;0;
2018-02-09 19:19:25;19.036;25;19;19;-2.222342;-2.228311;-3.071661;-59.49535;;;0;0;0;0;0;0;21.00874;42.28125;0;0;0;0;0;
2018-02-09 19:20:25;19.03593;25;19;19;-2.186997;-2.166225;-3.004014;-58.71374;;;0;0;0;0;0;0;21.00847;42.15625;0;0;0;0;0;
2018-02-09 19:21:25;19.02669;25;19;19;-2.153543;-2.154492;-2.992141;-57.92872;;;0;0;0;0;0;0;21.00874;42.28125;0;0;0;0;0;
2018-02-09 19:22:25;19.01985;25;19;19;-2.189367;-2.174902;-2.998471;-58.71265;;;0;0;0;0;0;0;21.01451;42.0625;0;0;0;0;0;
2018-02-09 19:23:25;18.9893;25;19;19;-2.003438;-2.012292;-2.792849;-54.24793;;;0;0;0;0;0;0;21.00998;42.0625;0;0;0;0;0;
2018-02-09 19:24:25;19.02766;25;19;19;-2.116967;-2.098421;-2.902484;-57.09161;;;0;0;0;0;0;0;21.01067;42.09375;0;0;0;0;0;
2018-02-09 19:25:25;18.94066;25;19;19;-1.78915;-1.778804;-2.491209;-48.52114;;;0;0;0;0;0;0;20.99995;42.125;0;0;0;0;0;
2018-02-09 19:26:25;18.96129;25;19;19;-1.936642;-1.942174;-2.686291;-52.48127;;;0;0;0;0;0;0;21.00737;42;0;0;0;0;0;
2018-02-09 19:27:25;18.96214;25;19;19;-1.997384;-1.955506;-2.682548;-54.00749;;;0;0;0;0;0;0;21.00627;41.8125;0;0;0;0;0;
2018-02-09 19:28:25;18.98964;25;19;19;-1.882283;-1.92459;-2.686455;-51.17404;;;0;0;0;0;0;0;21.00723;41.6875;0;0;0;0;0;
2018-02-09 19:29:25;19.01884;25;19;19;-1.952994;-1.969456;-2.728657;-53.08906;;;0;0;0;0;0;0;21.00613;41.65625;0;0;0;0;0;
2018-02-09 19:30:25;19.00261;25;19;19;-2.148173;-2.180269;-3.000014;-57.72559;;;0;0;0;0;0;0;21.01437;41.78125;0;0;0;0;0;
2018-02-09 19:31:25;18.97231;25;19;19;-1.805527;-1.814238;-2.554394;-49.07279;;;0;0;0;0;0;0;21.00449;41.78125;0;0;0;0;0;
2018-02-09 19:32:25;19.01534;25;19;19;-2.161119;-2.211125;-3.028381;-58.06258;;;0;0;0;0;0;0;21.01286;41.65625;0;0;0;0;0;
2018-02-09 19:33:25;19.03319;25;19;19;-2.338743;-2.30894;-3.124214;-61.94896;;;0;0;0;0;0;0;21.01067;41.5625;0;0;0;0;0;
2018-02-09 19:34:25;19.02501;25;19;19;-2.188251;-2.15885;-2.964081;-58.70507;;;0;0;0;0;0;0;21.01231;41.59375;0;0;0;0;0;
2018-02-09 19:35:25;19.06822;25;19;19;-2.42311;-2.422305;-3.280289;-63.74586;;;0;0;0;0;0;0;21.00861;41.53125;0;0;0;0;0;
2018-02-09 19:36:25;19.00261;25;19;19;-1.756782;-1.795396;-2.541242;-47.83878;;;0;0;0;0;0;0;21.00586;41.5625;0;0;0;0;0;
2018-02-09 19:37:25;18.96761;25;19;19;-1.896789;-1.873318;-2.596722;-51.47795;;;0;0;0;0;0;0;21.01094;41.625;0;0;0;0;0;
2018-02-09 19:38:25;19.03322;25;19;19;-2.173037;-2.265452;-3.113434;-58.39169;;;0;0;0;0;0;0;21.00888;41.40625;0;0;0;0;0;
2018-02-09 19:39:25;18.9818;25;19;19;-1.772889;-1.787752;-2.480782;-48.21358;;;0;0;0;0;0;0;21.00119;41.3125;0;0;0;0;0;
2018-02-09 19:40:25;18.94713;25;19;19;-1.60535;-1.60543;-2.276602;-43.31355;;;0;0;0;0;0;0;20.99611;41.3125;0;0;0;0;0;
2018-02-09 19:41:25;19.00105;25;19;19;-2.129307;-2.118636;-2.895902;-57.2877;;;0;0;0;0;0;0;21.01259;41.21875;0;0;0;0;0;
2018-02-09 19:42:25;19.00542;25;19;19;-2.078404;-2.103195;-2.847963;-56.11284;;;0;0;0;0;0;0;21.01135;41.1875;0;0;0;0;0;
2018-02-09 19:43:25;18.96562;25;19;19;-1.822495;-1.778713;-2.496895;-49.50836;;;0;0;0;0;0;0;21.00243;41.21875;0;0;0;0;0;
2018-02-09 19:44:25;18.99696;25;19;19;-1.843499;-1.864977;-2.58385;-50.17548;;;0;0;0;0;0;0;21.01218;41.125;0;0;0;0;0;
2018-02-09 19:45:25;18.98036;25;19;19;-1.802201;-1.801569;-2.504153;-49.00962;;;0;0;0;0;0;0;21.0005;41.09375;0;0;0;0;0;
2018-02-09 19:46:25;19.05101;25;19;19;-1.973678;-1.974642;-2.773824;-53.71668;;;0;0;0;0;0;0;21.01314;41.125;0;0;0;0;0;
2018-02-09 19:47:25;18.98756;25;19;19;-1.963894;-1.963074;-2.624002;-53.25862;;;0;0;0;0;0;0;21.00668;41.15625;0;0;0;0;0;
2018-02-09 19:48:25;18.98656;25;19;19;-1.799851;-1.795628;-2.482827;-48.96662;;;0;0;0;0;0;0;21.00627;40.90625;0;0;0;0;0;
2018-02-09 19:49:25;19.01991;25;19;19;-1.797574;-1.811352;-2.533814;-49.01665;;;0;0;0;0;0;0;21.0049;40.90625;0;0;0;0;0;
2018-02-09 19:50:25;19.00652;25;19;19;-1.995412;-1.947353;-2.677577;-54.10767;;;0;0;0;0;0;0;21.00627;40.875;0;0;0;0;0;
2018-02-09 19:51:25;18.97017;25;19;19;-1.65239;-1.613256;-2.250172;-44.76943;;;0;0;0;0;0;0;21.0119;40.75;0;0;0;0;0;
2018-02-09 19:52:25;19.04335;25;19;19;-2.139314;-2.17578;-2.937965;-57.65968;;;0;0;0;0;0;0;21.013;40.71875;0;0;0;0;0;
2018-02-09 19:53:25;18.98524;25;19;19;-1.788952;-1.766727;-2.463215;-48.66536;;;0;0;0;0;0;0;21.00229;40.71875;0;0;0;0;0;
2018-02-09 19:54:25;18.97655;25;19;19;-1.615507;-1.595568;-2.239419;-43.71226;;;0;0;0;0;0;0;20.99858;40.625;0;0;0;0;0;
2018-02-09 19:55:25;19.01308;25;19;19;-1.933652;-1.934862;-2.695369;-52.57888;;;0;0;0;0;0;0;21.00833;40.6875;0;0;0;0;0;
2018-02-09 19:56:25;18.94389;25;19;19;-1.521591;-1.521891;-2.164859;-40.7796;;;0;0;0;0;0;0;20.99776;40.6875;0;0;0;0;0;
2018-02-09 19:57:25;19.03908;25;19;19;-2.02504;-2.00699;-2.76521;-54.94398;;;0;0;0;0;0;0;21.01067;40.625;0;0;0;0;0;
2018-02-09 19:58:25;18.99513;25;19;19;-1.77752;-1.777624;-2.477822;-48.38557;;;0;0;0;0;0;0;21.00874;40.65625;0;0;0;0;0;
2018-02-09 19:59:25;18.95488;25;19;19;-1.573789;-1.595236;-2.233689;-42.39914;;;0;0;0;0;0;0;20.99597;40.59375;0;0;0;0;0;
2018-02-09 20:00:25;18.9817;25;19;19;-1.892814;-1.843797;-2.542208;-51.42199;;;0;0;0;0;0;0;21.00984;40.5625;0;0;0;0;0;
2018-02-09 20:01:25;19.00069;25;19;19;-1.860264;-1.82515;-2.516286;-50.63256;;;0;0;0;0;0;0;21.01218;40.4375;0;0;0;0;0;
2018-02-09 20:02:25;18.97997;25;19;19;-1.672145;-1.686928;-2.343803;-45.37297;;;0;0;0;0;0;0;21.01808;40.375;0;0;0;0;0;
2018-02-09 20:03:25;18.97954;25;19;19;-1.71459;-1.707749;-2.361768;-46.5812;;;0;0;0;0;0;0;21.01231;40.21875;0;0;0;0;0;
2018-02-09 20:04:25;18.99843;25;19;19;-1.721488;-1.726592;-2.378564;-46.83906;;;0;0;0;0;0;0;21.00627;40.0625;0;0;0;0;0;
2018-02-09 20:05:25;18.97353;25;19;19;-1.760694;-1.751625;-2.426353;-47.84946;;;0;0;0;0;0;0;21.00407;40.1875;0;0;0;0;0;
2018-02-09 20:06:25;18.9864;25;19;19;-1.679168;-1.637379;-2.293747;-45.59628;;;0;0;0;0;0;0;21.01328;40.0625;0;0;0;0;0;
2018-02-09 20:07:25;18.95265;25;19;19;-1.679966;-1.71254;-2.363168;-45.5059;;;0;0;0;0;0;0;21.01437;40.15625;0;0;0;0;0;
2018-02-09 20:08:25;18.98961;25;19;19;-1.618437;-1.550494;-2.190157;-43.84241;;;0;0;0;0;0;0;21.00558;40.09375;0;0;0;0;0;
2018-02-09 20:09:25;19.00014;25;19;19;-1.682115;-1.674531;-2.336035;-45.72684;;;0;0;0;0;0;0;21.01849;40;0;0;0;0;0;
2018-02-09 20:10:25;18.94423;25;19;19;-1.409639;-1.413165;-2.00816;-37.27141;;;0;0;0;0;0;0;20.99693;40;0;0;0;0;0;
2018-02-09 20:11:25;18.97374;25;19;19;-1.724338;-1.692269;-2.347923;-46.83638;;;0;0;0;0;0;0;21.01767;40;0;0;0;0;0;
2018-02-09 20:12:25;18.98512;25;19;19;-1.723835;-1.695308;-2.354305;-46.86043;;;0;0;0;0;0;0;21.01314;39.96875;0;0;0;0;0;
2018-02-09 20:13:25;18.98323;25;19;19;-1.608467;-1.599682;-2.224169;-43.52689;;;0;0;0;0;0;0;21.00929;39.875;0;0;0;0;0;
2018-02-09 20:14:25;18.9724;25;19;19;-1.599577;-1.582191;-2.20212;-43.22726;;;0;0;0;0;0;0;21.00929;39.8125;0;0;0;0;0;
2018-02-09 20:15:25;19.01567;25;19;19;-1.877091;-1.926391;-2.627841;-51.12551;;;0;0;0;0;0;0;21.01643;39.78125;0;0;0;0;0;
2018-02-09 20:16:25;18.95497;25;19;19;-1.621847;-1.61806;-2.249851;-43.82647;;;0;0;0;0;0;0;21.00696;39.78125;0;0;0;0;0;
2018-02-09 20:17:25;18.9792;25;19;19;-1.820171;-1.782536;-2.449287;-49.49142;;;0;0;0;0;0;0;21.01588;39.84375;0;0;0;0;0;
2018-02-09 20:18:25;18.95988;25;19;19;-1.727684;-1.729578;-2.377075;-46.88388;;;0;0;0;0;0;0;21.01218;39.84375;0;0;0;0;0;
2018-02-09 20:19:25;18.93904;25;19;19;-1.533898;-1.546728;-2.145267;-41.13955;;;0;0;0;0;0;0;21.00682;39.78125;0;0;0;0;0;
2018-02-09 20:20:25;18.98106;25;19;19;-1.621877;-1.627428;-2.254439;-43.91491;;;0;0;0;0;0;0;21.01616;39.6875;0;0;0;0;0;
2018-02-09 20:21:25;18.93126;25;19;19;-1.525168;-1.518088;-2.116447;-40.84674;;;0;0;0;0;0;0;21.0097;39.59375;0;0;0;0;0;
2018-02-09 20:22:25;18.98048;25;19;19;-1.568822;-1.574502;-2.191723;-42.33593;;;0;0;0;0;0;0;21.01176;39.625;0;0;0;0;0;
2018-02-09 20:23:25;18.96187;25;19;19;-1.626515;-1.626535;-2.242955;-43.98668;;;0;0;0;0;0;0;21.01341;39.53125;0;0;0;0;0;
2018-02-09 20:24:25;19.01476;25;19;19;-1.779711;-1.775235;-2.433219;-48.51151;;;0;0;0;0;0;0;21.01671;39.4375;0;0;0;0;0;
2018-02-09 20:25:25;19.03593;25;19;19;-1.897622;-1.891795;-2.580295;-51.72885;;;0;0;0;0;0;0;21.02344;39.46875;0;0;0;0;0;
2018-02-09 20:26:25;19.05626;25;19;19;-1.915044;-1.900569;-2.597456;-52.24719;;;0;0;0;0;0;0;21.01945;39.34375;0;0;0;0;0;
2018-02-09 20:27:25;18.98055;25;19;19;-1.655516;-1.656821;-2.29918;-44.89485;;;0;0;0;0;0;0;21.01959;39.40625;0;0;0;0;0;
2018-02-09 20:28:25;19.02242;25;19;19;-1.684992;-1.700094;-2.381026;-45.88393;;;0;0;0;0;0;0;21.01987;39.4375;0;0;0;0;0;
2018-02-09 20:29:25;19.02461;25;19;19;-1.701852;-1.676031;-2.334903;-46.37179;;;0;0;0;0;0;0;21.01904;39.375;0;0;0;0;0;
2018-02-09 20:30:25;19.0313;25;19;19;-1.904697;-1.935837;-2.64227;-51.89655;;;0;0;0;0;0;0;21.01877;39.4375;0;0;0;0;0;
2018-02-09 20:31:25;18.98259;25;19;19;-1.624265;-1.633001;-2.251179;-43.99017;;;0;0;0;0;0;0;21.0152;39.28125;0;0;0;0;0;
2018-02-09 20:32:25;18.96214;25;19;19;-1.51002;-1.542264;-2.14087;-40.48537;;;0;0;0;0;0;0;21.00586;39.25;0;0;0;0;0;
2018-02-09 20:33:25;19.04298;25;19;19;-2.182159;-2.083122;-2.817418;-58.62922;;;0;0;0;0;0;0;21.02426;39.25;0;0;0;0;0;
2018-02-09 20:34:25;19.00121;25;19;19;-1.646176;-1.654696;-2.29211;-44.69303;;;0;0;0;0;0;0;21.02769;39.3125;0;0;0;0;0;
2018-02-09 20:35:25;18.98982;25;19;19;-1.602843;-1.609459;-2.248321;-43.38258;;;0;0;0;0;0;0;21.01781;39.3125;0;0;0;0;0;
2018-02-09 20:36:25;18.97578;25;19;19;-1.555079;-1.55506;-2.167158;-41.90591;;;0;0;0;0;0;0;21.01314;39.3125;0;0;0;0;0;
2018-02-09 20:37:25;19.00761;25;19;19;-1.8211;-1.745175;-2.403094;-49.61174;;;0;0;0;0;0;0;21.01396;39.25;0;0;0;0;0;
2018-02-09 20:38:25;18.99135;25;19;19;-1.566649;-1.572676;-2.179872;-42.30704;;;0;0;0;0;0;0;21.01382;39.15625;0;0;0;0;0;
2018-02-09 20:39:25;19.00169;25;19;19;-1.773354;-1.715652;-2.372083;-48.29314;;;0;0;0;0;0;0;21.02563;39.1875;0;0;0;0;0;
2018-02-09 20:40:25;18.97841;25;19;19;-1.735465;-1.738204;-2.371494;-47.16407;;;0;0;0;0;0;0;21.01932;39.21875;0;0;0;0;0;
2018-02-09 20:41:25;19.05119;25;19;19;-1.749495;-1.750319;-2.427531;-47.79956;;;0;0;0;0;0;0;21.01808;39.125;0;0;0;0;0;
2018-02-09 20:42:25;18.98845;25;19;19;-1.566766;-1.566849;-2.179167;-42.30083;;;0;0;0;0;0;0;21.01382;39.15625;0;0;0;0;0;
2018-02-09 20:43:25;19.02882;25;19;19;-1.817997;-1.815034;-2.494307;-49.59938;;;0;0;0;0;0;0;21.02055;39.125;0;0;0;0;0;
